id,name,address,city,state,country,postcode,lat,lng,phone,website,email,capacity_min,capacity_max,style,event_types,google_place_id,yelp_business_id,foursquare_id,osm_id,event_friendly_score,data_quality_score,source_flags,created_at,updated_at,rating,user_ratings_total
82,Lynn's Friendly Aging Center,"37 Friend St, Lynn, MA 01902, USA",Lynn,MA,,01902,42.4654846,-70.9396325,(781) 586-6879,https://www.lynnma.gov/cms/one.aspx?portalId=109810&pageId=135527,,,,,,ChIJu_wm5rht44kR_O7UxM84RZY,,,node/12180539890,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,4.7,9
83,New Urban Arts,"705 Westminster St, Providence, RI 02903, USA",Providence,RI,,02903,41.8185214,-71.4198653,(401) 751-4556,http://www.newurbanarts.org/,,,,,,ChIJoSqVUHJF5IkRPfvvEbumVxs,,,node/12269514915,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,4.8,15
84,Art Lab Everett,"132 Bucknam St, Everett, MA 02149, USA",Everett,MA,,02149,42.4124084,-71.0611828,,http://www.artsforeverett.org/,,,,,,ChIJE76K1_xx44kRCSII1ZWdKJ0,,,node/12275759518,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,,
85,ConnectEd & Inspired,"138 S Main St, Milford, MA 01757, USA",Milford,MA,,01757,42.1274673,-71.5166196,(781) 480-1375,http://www.connectedandinspired.org/,,,,,,ChIJ6c76UuZv5IkRuCHRoiogWjU,,,node/12297219403,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,5,29
86,Harvard Ceramics Program,"224 Western Ave, Allston, MA 02134, USA",Boston,MA,,02134,42.3626307,-71.1310324,(617) 495-8680,http://ofa.fas.harvard.edu/ceramics/,,,,,,ChIJQUt7RNh544kRPtcKuXG9JQI,,,node/12334028522,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,4.7,37
87,AS220,"115 Empire St, Providence, RI 02903, USA",Providence,RI,,02903,41.8231282,-71.4153748,(401) 831-9327,https://www.as220.org/,,,,,,ChIJOfE57xJF5IkRqn2DKqrga8w,,,node/12386961604,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,4.5,621
88,The Glass Bar,"COX BUILDING, 60 Dedham Ave, Needham, MA 02492, USA",Needham,MA,,02492,42.2795364,-71.2347798,(781) 444-2909,http://theglassbarboston.com/,,,,,,ChIJE5Mxe6aB44kRqrOqZFV6vr8,,,node/12644802311,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,5,338
89,Stephen M. Brewer Theater,"1 Old Sturbridge Village Rd, Sturbridge, MA 01566, USA",Sturbridge,MA,,01566,42.1082137,-72.0984829,,,,,,,,ChIJl0bMmq2j5okRWffYTapBoEk,,,node/12874385961,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,4.6,9
90,Commonwealth Clayworks,"1060 Broadway Unit C001, Somerville, MA 02144, USA",Somerville,MA,,02144,42.4018453,-71.1243952,(617) 286-4513,https://www.commonwealthclayworks.com/,,,,,,ChIJo7ZbQUR344kRmQWRsTntiWg,,,node/12956409987,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,5,38
91,Polish League of American Veterans,"9 Daniels St, Salem, MA 01970, USA",Salem,MA,,01970,42.5226733,-70.886334,(978) 744-9604,,,,,,,ChIJLS0BY2gU44kRCSyRazAb9js,,,node/13043391640,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,4.6,21
92,Richard and Nancy Donahue Family Academic Arts Center,"240 Central St, Lowell, MA 01852, USA",Lowell,MA,,01852,42.6420229,-71.3083278,(800) 818-3434,https://www.middlesex.mass.edu/academicartscenter/overview.aspx,,,,,,ChIJcY8XUPGl44kR28deyBZAif4,,,node/13133237137,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,5,20
93,Vernon Street Studios,"6 Vernon St, Somerville, MA 02145, USA",Somerville,MA,,02145,42.3911504,-71.1023987,,http://vernonstreet.com/,,,,,,ChIJIRxeFgB344kR73ZvhdF-IlU,,,node/13155510328,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,5,2
94,6 Vernon Street Studios,"6 Vernon St, Somerville, MA 02145, USA",Somerville,MA,,02145,42.3909994,-71.1019745,,http://vernonstreet.com/,,,,,,ChIJIRxeFgB344kR73ZvhdF-IlU,,,node/13155674103,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,5,2
95,Community Teamwork,"155 Merrimack St, Lowell, MA 01852, USA",Lowell,MA,,01852,42.6458492,-71.3105554,(978) 459-0551,http://commteam.org/,,,,,,ChIJk-YWwUCk44kRSEeMwqXZhXs,,,node/13185964770,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,2.8,51
96,ARC Community Services,"564 Main St, Fitchburg, MA 01420, USA",Fitchburg,MA,,01420,42.5831345,-71.8005644,(978) 343-6662,http://www.arcofopportunity.org/,,,,,,ChIJ6dMBAlHm44kRGhg8bGQwnAM,,,node/13323620826,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,4,33
97,The Substation,"4228 Washington St, Roslindale, MA 02131, USA",Boston,MA,,02131,42.2861569,-71.1280702,(617) 676-6765,http://substation.space/,,,,,,ChIJlWFzTn1_44kR6Ruh0e6xQ4Y,,,node/13324542802,,,,2025-12-07 04:22:31.409599,2025-12-07 04:22:31.409599,4.8,86
